순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
38,이도윤,한화,유격수,97,90,746,8,0,157,203,43,0.978,0,0,0,-
41,서호철,NC,3루수,96,78,690,10,0,66,133,19,0.952,0,0,0,-
42,윤동희,롯데,우익수,94,79,716 1/3,3,0,156,2,0,0.981,0,0,0,-
43,안치홍,롯데,2루수,93,87,699,2,0,175,209,40,0.995,0,0,0,-
43,강승호,두산,2루수,93,85,724,13,0,187,210,37,0.968,0,0,0,-
45,박병호,KT,1루수,92,89,730 1/3,5,0,670,61,55,0.993,0,0,0,-
46,김지찬,삼성,2루수,91,84,696 1/3,16,0,170,224,45,0.961,0,0,0,-
47,신민재,LG,2루수,89,76,689 1/3,9,0,162,231,57,0.978,0,0,0,-
48,송성문,키움,3루수,88,74,685 2/3,8,0,73,128,16,0.962,0,0,0,-
48,오재일,삼성,1루수,88,80,700,8,0,656,53,55,0.989,0,0,0,-
50,김태군,KIA,포수,87,72,619,4,0,462,47,6,0.992,3,42,13,23.6
50,박건우,NC,우익수,87,87,686,0,0,133,3,0,1.000,0,0,0,-
52,박세혁,NC,포수,86,72,620,1,0,524,41,8,0.998,3,50,19,27.5
52,김재호,두산,유격수,86,71,611 1/3,9,0,119,166,43,0.969,0,0,0,-
54,문성주,LG,좌익수,85,63,602 2/3,1,0,162,1,0,0.994,0,0,0,-
54,권희동,NC,좌익수,85,80,660,2,0,153,2,0,0.987,0,0,0,-
56,마틴,NC,중견수,84,82,681 2/3,2,0,187,0,0,0.989,0,0,0,-
57,이정후,키움,중견수,81,80,698,1,0,204,5,1,0.995,0,0,0,-
57,김도영,KIA,3루수,81,81,695 1/3,11,0,68,140,16,0.950,0,0,0,-
59,오태곤,SSG,1루수,80,40,433 2/3,2,0,413,37,59,0.996,0,0,0,-
59,김진성,LG,투수,80,0,70 1/3,0,0,1,6,0,1.000,0,0,0,-
59,이진영,한화,우익수,80,53,509 1/3,4,0,127,9,0,0.971,0,0,0,-
62,한유섬,SSG,우익수,79,68,593 2/3,3,0,106,5,1,0.974,0,0,0,-
62,박상언,한화,포수,79,38,388 2/3,1,1,333,34,3,0.997,4,31,15,32.6
64,최주환,SSG,2루수,78,69,540 2/3,7,0,131,168,55,0.977,0,0,0,-
64,이지영,키움,포수,78,69,539,4,0,467,32,3,0.992,0,52,14,21.2
66,이형종,키움,우익수,77,61,571 2/3,2,0,117,5,0,0.984,0,0,0,-
66,박승욱,롯데,2루수,77,44,447 1/3,8,0,104,165,38,0.971,0,0,0,-
66,한동희,롯데,3루수,77,72,574,9,0,43,96,7,0.939,0,0,0,-
69,노경은,SSG,투수,76,0,83,1,0,6,8,1,0.933,0,0,0,-
69,김범수,한화,투수,76,0,62 1/3,3,0,4,9,0,0.813,0,0,0,-
69,채은성,한화,1루수,76,68,603 1/3,4,0,540,30,40,0.993,0,0,0,-
72,장승현,두산,포수,75,37,390 1/3,2,1,312,29,2,0.994,5,21,11,34.4
73,김휘집,키움,유격수,74,64,578,14,0,102,157,40,0.949,0,0,0,-
73,안중열,NC,포수,74,50,411 2/3,5,1,373,21,2,0.987,4,32,10,23.8
73,윤형준,NC,1루수,74,57,476,4,0,431,35,44,0.991,0,0,0,-
76,고효준,SSG,투수,73,0,58,2,1,1,8,0,0.818,0,0,0,-
77,김태훈,삼성,투수,71,0,63 1/3,0,0,4,14,0,1.000,0,0,0,-
78,류진욱,NC,투수,70,0,67,0,0,2,14,0,1.000,0,0,0,-
78,구자욱,삼성,우익수,70,69,590 2/3,0,0,121,3,1,1.000,0,0,0,-
78,김명신,두산,투수,70,0,79,1,0,1,7,0,0.889,0,0,0,-
78,문현빈,한화,중견수,70,64,519,2,0,129,2,1,0.985,0,0,0,-
82,김성현,SSG,2루수,69,44,426,6,0,122,144,42,0.978,0,0,0,-
82,서진용,SSG,투수,69,0,73,0,0,1,4,0,1.000,0,0,0,-
82,이우성,KIA,우익수,69,54,429 2/3,0,0,102,4,1,1.000,0,0,0,-
82,이창진,KIA,좌익수,69,40,392,1,0,92,2,0,0.989,0,0,0,-
82,로하스,두산,좌익수,69,63,508,0,0,112,3,1,1.000,0,0,0,-
87,박영현,KT,투수,68,0,75 1/3,0,0,5,7,0,1.000,0,0,0,-
87,김호령,KIA,중견수,68,22,288 1/3,1,0,97,0,0,0.990,0,0,0,-
89,김재웅,키움,투수,67,0,59 2/3,0,1,1,8,0,1.000,0,0,0,-
89,유영찬,LG,투수,67,0,68,1,0,7,11,2,0.947,0,0,0,-
89,구승민,롯데,투수,67,0,63 2/3,1,0,3,11,0,0.933,0,0,0,-
89,이유찬,두산,2루수,67,41,394,12,0,107,123,27,0.950,0,0,0,-
89,정철원,두산,투수,67,0,72 1/3,2,0,6,9,1,0.882,0,0,0,-
94,오영수,NC,1루수,66,61,482,8,0,417,25,35,0.982,0,0,0,-
94,김태혁,롯데,투수,66,0,52,1,0,2,5,1,0.875,0,0,0,-
94,정훈,롯데,1루수,66,47,410 1/3,5,0,344,23,30,0.987,0,0,0,-
97,임정호,NC,투수,65,0,50,1,1,0,5,0,0.833,0,0,0,-
98,손동현,KT,투수,64,0,73 2/3,2,2,3,8,0,0.846,0,0,0,-
98,이호연,KT,2루수,64,52,370 1/3,8,0,80,125,19,0.962,0,0,0,-
98,이준영,KIA,투수,64,0,33 2/3,0,0,1,2,0,1.000,0,0,0,-
98,임기영,KIA,투수,64,0,82,0,0,0,10,1,1.000,0,0,0,-
98,전상현,KIA,투수,64,0,58 2/3,0,0,0,8,0,1.000,0,0,0,-
98,홍건희,두산,투수,64,0,61 2/3,2,0,1,7,0,0.800,0,0,0,-
98,이원석,한화,중견수,64,25,294 1/3,2,0,93,3,1,0.980,0,0,0,-
105,김영규,NC,투수,63,0,61 2/3,0,0,6,9,2,1.000,0,0,0,-
105,김원중,롯데,투수,63,0,63 2/3,0,0,4,7,0,1.000,0,0,0,-
107,고승민,롯데,1루수,62,54,449 2/3,2,0,390,37,32,0.995,0,0,0,-
107,박치국,두산,투수,62,0,53,0,0,2,3,0,1.000,0,0,0,-
109,김시훈,NC,투수,61,0,52 2/3,1,0,1,6,0,0.875,0,0,0,-
109,안권수,롯데,좌익수,61,32,312 2/3,3,0,92,4,0,0.970,0,0,0,-
109,조수행,두산,우익수,61,34,316 1/3,2,0,72,2,1,0.974,0,0,0,-
112,정우영,LG,투수,60,0,51 2/3,0,0,3,7,0,1.000,0,0,0,-
112,이용찬,NC,투수,60,0,61,1,2,7,9,0,0.941,0,0,0,-
112,이승현,삼성,투수,60,0,60,0,0,4,4,0,1.000,0,0,0,-
112,황성빈,롯데,좌익수,60,36,337,1,0,96,2,0,0.990,0,0,0,-
116,김재윤,KT,투수,59,0,65 2/3,1,0,5,7,1,0.923,0,0,0,-
116,이우성,KIA,좌익수,59,39,363 2/3,1,0,75,0,0,0.987,0,0,0,-
116,도태훈,NC,1루수,59,23,287,1,0,260,19,28,0.996,0,0,0,-
119,최지민,KIA,투수,58,0,59 1/3,1,1,4,8,1,0.923,0,0,0,-
119,강한울,삼성,3루수,58,48,415 2/3,6,0,34,77,9,0.949,0,0,0,-
119,오승환,삼성,투수,58,1,62 2/3,0,0,4,12,0,1.000,0,0,0,-
119,김재환,두산,좌익수,58,55,440,1,0,114,3,0,0.992,0,0,0,-
119,김인환,한화,1루수,58,48,420 1/3,5,0,357,30,29,0.987,0,0,0,-
124,하영민,키움,투수,57,0,52 1/3,3,0,1,11,1,0.800,0,0,0,-
124,박명근,LG,투수,57,1,51 1/3,0,0,2,4,0,1.000,0,0,0,-
124,함덕주,LG,투수,57,0,55 2/3,0,0,1,8,0,1.000,0,0,0,-
124,안치영,KT,우익수,57,31,300,2,0,53,2,0,0.965,0,0,0,-
124,하준영,NC,투수,57,0,49,0,1,3,13,0,1.000,0,0,0,-
129,문성주,LG,우익수,56,43,386 2/3,2,0,97,4,0,0.981,0,0,0,-
129,장현식,KIA,투수,56,0,51 1/3,0,0,0,8,1,1.000,0,0,0,-
129,도태훈,NC,3루수,56,36,347 2/3,3,0,26,62,7,0.967,0,0,0,-
129,우규민,삼성,투수,56,0,43,0,1,1,8,0,1.000,0,0,0,-
133,조형우,SSG,포수,55,38,312 2/3,5,3,258,30,5,0.983,4,29,15,34.1
133,김성진,키움,투수,55,0,47,1,0,1,5,0,0.857,0,0,0,-
133,변우혁,KIA,1루수,55,44,358,5,0,311,24,42,0.985,0,0,0,-
133,황대인,KIA,1루수,55,50,389 1/3,3,0,355,33,34,0.992,0,0,0,-
133,박상원,한화,투수,55,0,61 2/3,1,0,3,14,1,0.944,0,0,0,-
133,주현상,한화,투수,55,0,59 2/3,0,0,2,5,0,1.000,0,0,0,-
139,양현,키움,투수,54,0,57,0,1,3,11,2,1.000,0,0,0,-
139,소크라테스,KIA,우익수,54,22,261,3,0,63,1,0,0.955,0,0,0,-
139,문현빈,한화,2루수,54,42,358,5,0,77,102,17,0.973,0,0,0,-
142,최민준,SSG,투수,53,0,60,0,0,3,6,1,1.000,0,0,0,-
142,이학주,롯데,3루수,53,13,162 2/3,3,0,16,35,4,0.944,0,0,0,-
142,이학주,롯데,유격수,53,16,178 1/3,5,0,30,56,11,0.945,0,0,0,-
145,오윤석,KT,1루수,52,34,308 2/3,0,0,276,32,28,1.000,0,0,0,-
145,정해영,KIA,투수,52,0,49 1/3,1,0,3,7,0,0.909,0,0,0,-
145,정우람,한화,투수,52,0,40 1/3,0,0,0,1,0,1.000,0,0,0,-
148,러셀,키움,유격수,51,49,407 2/3,3,0,68,113,24,0.984,0,0,0,-
148,임창민,키움,투수,51,0,46 2/3,0,0,2,2,0,1.000,0,0,0,-
148,이재익,삼성,투수,51,0,41,1,0,3,5,0,0.889,0,0,0,-
