날짜,순위,팀명,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
20230405,1,키움,4,3,1,0,0.750,0,3승0무1패,1승,3-0-1,0-0-0
20230405,2,SSG,3,2,1,0,0.667,0.5,2승0무1패,1승,2-0-1,0-0-0
20230405,2,삼성,3,2,1,0,0.667,0.5,2승0무1패,2승,2-0-1,0-0-0
20230405,4,LG,4,2,2,0,0.500,1,2승0무2패,1패,0-0-0,2-0-2
20230405,4,KT,2,1,1,0,0.500,1,1승0무1패,1패,1-0-1,0-0-0
20230405,4,KIA,2,1,1,0,0.500,1,1승0무1패,1승,0-0-0,1-0-1
20230405,4,NC,4,2,2,0,0.500,1,2승0무2패,1승,0-0-0,2-0-2
20230405,4,두산,4,2,2,0,0.500,1,2승0무2패,1패,2-0-2,0-0-0
20230405,9,롯데,3,1,2,0,0.333,1.5,1승0무2패,1패,0-0-0,1-0-2
20230405,10,한화,3,0,3,0,0.000,2.5,0승0무3패,3패,0-0-0,0-0-3
20230406,1,SSG,3,2,1,0,0.667,0,2승0무1패,1승,2-0-1,0-0-0
20230406,2,키움,5,3,2,0,0.600,0,3승0무2패,1패,3-0-2,0-0-0
20230406,2,LG,5,3,2,0,0.600,0,3승0무2패,1승,0-0-0,3-0-2
20230406,2,두산,5,3,2,0,0.600,0,3승0무2패,1승,3-0-2,0-0-0
20230406,5,KT,2,1,1,0,0.500,0.5,1승0무1패,1패,1-0-1,0-0-0
20230406,5,KIA,2,1,1,0,0.500,0.5,1승0무1패,1승,0-0-0,1-0-1
20230406,5,삼성,4,2,2,0,0.500,0.5,2승0무2패,1패,2-0-2,0-0-0
20230406,8,NC,5,2,3,0,0.400,1,2승0무3패,1패,0-0-0,2-0-3
20230406,9,롯데,3,1,2,0,0.333,1,1승0무2패,1패,0-0-0,1-0-2
20230406,10,한화,4,1,3,0,0.250,1.5,1승0무3패,1승,0-0-0,1-0-3
20230407,1,SSG,4,3,1,0,0.750,0,3승0무1패,2승,2-0-1,1-0-0
20230407,2,LG,6,4,2,0,0.667,0,4승0무2패,2승,1-0-0,3-0-2
20230407,2,KT,3,2,1,0,0.667,0.5,2승0무1패,1승,1-0-1,1-0-0
20230407,2,두산,6,4,2,0,0.667,0,4승0무2패,2승,3-0-2,1-0-0
20230407,5,키움,6,3,3,0,0.500,1,3승0무3패,2패,3-0-2,0-0-1
20230407,5,NC,6,3,3,0,0.500,1,3승0무3패,1승,1-0-0,2-0-3
20230407,7,삼성,5,2,3,0,0.400,1.5,2승0무3패,2패,2-0-2,0-0-1
20230407,8,KIA,3,1,2,0,0.333,1.5,1승0무2패,1패,0-0-1,1-0-1
20230407,9,롯데,4,1,3,0,0.250,2,1승0무3패,2패,0-0-1,1-0-2
20230407,10,한화,5,1,4,0,0.200,2.5,1승0무4패,1패,0-0-1,1-0-3
20230408,1,SSG,5,4,1,0,0.800,0,4승0무1패,3승,2-0-1,2-0-0
20230408,2,KT,4,3,1,0,0.750,0.5,3승0무1패,2승,1-0-1,2-0-0
20230408,3,LG,7,5,2,0,0.714,0,5승0무2패,3승,2-0-0,3-0-2
20230408,4,NC,7,4,3,0,0.571,1,4승0무3패,2승,2-0-0,2-0-3
20230408,4,두산,7,4,3,0,0.571,1,4승0무3패,1패,3-0-2,1-0-1
20230408,6,KIA,4,2,2,0,0.500,1.5,2승0무2패,1승,1-0-1,1-0-1
20230408,7,키움,7,3,4,0,0.429,2,3승0무4패,3패,3-0-2,0-0-2
20230408,8,삼성,6,2,4,0,0.333,2.5,2승0무4패,3패,2-0-2,0-0-2
20230408,9,롯데,5,1,4,0,0.200,3,1승0무4패,3패,0-0-2,1-0-2
20230408,10,한화,6,1,5,0,0.167,3.5,1승0무5패,2패,0-0-2,1-0-3
20230409,1,SSG,6,5,1,0,0.833,0,5승0무1패,4승,2-0-1,3-0-0
20230409,2,LG,8,6,2,0,0.750,0,6승0무2패,4승,3-0-0,3-0-2
20230409,3,NC,8,5,3,0,0.625,1,5승0무3패,3승,3-0-0,2-0-3
20230409,3,두산,8,5,3,0,0.625,1,5승0무3패,1승,3-0-2,2-0-1
20230409,5,KT,5,3,2,0,0.600,1.5,3승0무2패,1패,1-0-1,2-0-1
20230409,6,KIA,5,2,3,0,0.400,2.5,2승0무3패,1패,1-0-2,1-0-1
20230409,7,키움,8,3,5,0,0.375,3,3승0무5패,4패,3-0-2,0-0-3
20230409,8,롯데,6,2,4,0,0.333,3,2승0무4패,1승,1-0-2,1-0-2
20230409,9,삼성,7,2,5,0,0.286,3.5,2승0무5패,4패,2-0-2,0-0-3
20230409,10,한화,7,1,6,0,0.143,4.5,1승0무6패,3패,0-0-3,1-0-3
20230411,1,SSG,7,6,1,0,0.857,0,6승0무1패,5승,2-0-1,4-0-0
20230411,2,LG,9,6,3,0,0.667,1,6승0무3패,1패,3-0-0,3-0-3
20230411,2,NC,9,6,3,0,0.667,1,6승0무3패,4승,4-0-0,2-0-3
20230411,2,두산,9,6,3,0,0.667,1,6승0무3패,2승,4-0-2,2-0-1
20230411,5,KT,6,3,3,0,0.500,2.5,3승0무3패,2패,1-0-1,2-0-2
20230411,6,롯데,7,3,4,0,0.429,3,3승0무4패,2승,2-0-2,1-0-2
20230411,7,키움,9,3,6,0,0.333,4,3승0무6패,5패,3-0-2,0-0-4
20230411,7,KIA,6,2,4,0,0.333,3.5,2승0무4패,2패,1-0-3,1-0-1
20230411,9,삼성,8,2,6,0,0.250,4.5,2승0무6패,5패,2-0-3,0-0-3
20230411,9,한화,8,2,6,0,0.250,4.5,2승0무6패,1승,0-0-3,2-0-3
20230412,1,SSG,8,7,1,0,0.875,0,7승0무1패,6승,2-0-1,5-0-0
20230412,2,LG,10,7,3,0,0.700,1,7승0무3패,1승,3-0-0,4-0-3
20230412,2,NC,10,7,3,0,0.700,1,7승0무3패,5승,5-0-0,2-0-3
20230412,4,두산,9,6,3,0,0.667,1.5,6승0무3패,2승,4-0-2,2-0-1
20230412,5,KT,7,3,4,0,0.429,3.5,3승0무4패,3패,1-0-1,2-0-3
20230412,5,KIA,7,3,4,0,0.429,3.5,3승0무4패,1승,2-0-3,1-0-1
20230412,7,롯데,8,3,5,0,0.375,4,3승0무5패,1패,2-0-3,1-0-2
20230412,8,키움,9,3,6,0,0.333,4.5,3승0무6패,5패,3-0-2,0-0-4
20230412,9,삼성,9,2,7,0,0.222,5.5,2승0무7패,6패,2-0-4,0-0-3
20230412,9,한화,9,2,7,0,0.222,5.5,2승0무7패,1패,0-0-3,2-0-4
20230413,1,SSG,9,7,2,0,0.778,0,7승0무2패,1패,2-0-1,5-0-1
20230413,2,LG,11,7,4,0,0.636,1,7승0무3패,1패,3-0-0,4-0-4
20230413,2,NC,11,7,4,0,0.636,1,6승0무4패,1패,5-0-1,2-0-3
20230413,4,두산,10,6,4,0,0.600,1.5,6승0무4패,1패,4-0-3,2-0-1
20230413,5,KT,8,4,4,0,0.500,2.5,4승0무4패,1승,1-0-1,3-0-3
20230413,6,롯데,9,4,5,0,0.444,3,4승0무5패,1승,3-0-3,1-0-2
20230413,7,키움,10,4,6,0,0.400,3.5,4승0무6패,1승,3-0-2,1-0-4
20230413,8,KIA,8,3,5,0,0.375,3.5,3승0무5패,1패,2-0-4,1-0-1
20230413,9,삼성,10,3,7,0,0.300,4.5,3승0무7패,1승,3-0-4,0-0-3
20230413,9,한화,10,3,7,0,0.300,4.5,3승0무7패,1승,0-0-3,3-0-4
20230414,1,SSG,10,8,2,0,0.800,0,8승0무2패,1승,3-0-1,5-0-1
20230414,2,LG,12,8,4,0,0.667,1,7승0무3패,1승,4-0-0,4-0-4
20230414,3,NC,12,7,5,0,0.583,2,6승0무4패,2패,5-0-1,2-0-4
20230414,4,두산,11,6,5,0,0.545,2.5,5승0무5패,2패,4-0-3,2-0-2
20230414,5,KT,9,4,4,1,0.500,3,4승1무4패,1승,1-1-1,3-0-3
20230414,6,키움,11,5,6,0,0.455,3.5,4승0무6패,2승,4-0-2,1-0-4
20230414,7,롯데,10,4,6,0,0.400,4,4승0무6패,1패,3-0-3,1-0-3
20230414,8,삼성,11,4,7,0,0.364,4.5,4승0무6패,2승,4-0-4,0-0-3
20230414,9,KIA,9,3,6,0,0.333,4.5,3승0무6패,2패,2-0-4,1-0-2
20230414,10,한화,11,3,7,1,0.300,5,3승1무6패,1승,0-0-3,3-1-4
20230415,1,SSG,11,8,3,0,0.727,0,7승0무3패,1패,3-0-2,5-0-1
20230415,2,LG,13,9,4,0,0.692,0,7승0무3패,2승,5-0-0,4-0-4
20230415,3,NC,13,8,5,0,0.615,1,7승0무3패,1승,5-0-1,3-0-4
20230415,4,키움,12,6,6,0,0.500,2.5,4승0무6패,3승,5-0-2,1-0-4
20230415,4,두산,12,6,6,0,0.500,2.5,5승0무5패,3패,4-0-3,2-0-3
20230415,6,롯데,11,5,6,0,0.455,3,5승0무5패,1승,3-0-3,2-0-3
20230415,7,KT,10,4,5,1,0.444,3,4승1무5패,1패,1-1-2,3-0-3
20230415,8,한화,12,4,7,1,0.364,4,4승1무5패,2승,0-0-3,4-1-4
20230415,9,삼성,12,4,8,0,0.333,4.5,3승0무7패,1패,4-0-5,0-0-3
20230415,10,KIA,10,3,7,0,0.300,4.5,3승0무7패,3패,2-0-4,1-0-3
20230416,1,SSG,12,8,4,0,0.667,0,7승0무3패,2패,3-0-3,5-0-1
20230416,2,LG,14,9,5,0,0.643,0,7승0무3패,1패,5-0-1,4-0-4
20230416,2,NC,14,9,5,0,0.643,0,7승0무3패,2승,5-0-1,4-0-4
20230416,4,키움,13,7,6,0,0.538,1.5,5승0무5패,4승,6-0-2,1-0-4
20230416,4,두산,13,7,6,0,0.538,1.5,5승0무5패,1승,4-0-3,3-0-3
20230416,6,KT,11,5,5,1,0.500,2,4승1무5패,1승,2-1-2,3-0-3
20230416,7,롯데,12,5,7,0,0.417,3,4승0무6패,1패,3-0-3,2-0-4
20230416,8,삼성,13,5,8,0,0.385,3.5,3승0무7패,1승,5-0-5,0-0-3
20230416,9,한화,13,4,8,1,0.333,4,4승1무5패,1패,0-0-3,4-1-5
20230416,10,KIA,11,3,8,0,0.273,4.5,3승0무7패,4패,2-0-4,1-0-4
20230418,1,NC,15,10,5,0,0.667,0,8승0무2패,3승,5-0-1,5-0-4
20230418,2,SSG,13,8,5,0,0.615,1,6승0무4패,3패,3-0-3,5-0-2
20230418,3,LG,15,9,6,0,0.600,1,6승0무4패,2패,5-0-2,4-0-4
20230418,4,두산,14,8,6,0,0.571,1.5,6승0무4패,2승,4-0-3,4-0-3
20230418,5,KT,12,6,5,1,0.545,2,5승1무4패,2승,3-1-2,3-0-3
20230418,6,키움,14,7,7,0,0.500,2.5,4승0무6패,1패,6-0-3,1-0-4
20230418,7,롯데,13,6,7,0,0.462,3,5승0무5패,1승,4-0-3,2-0-4
20230418,8,삼성,14,6,8,0,0.429,3.5,4승0무6패,2승,5-0-5,1-0-3
20230418,9,한화,14,4,9,1,0.308,5,3승1무6패,2패,0-0-4,4-1-5
20230418,10,KIA,12,3,9,0,0.250,5.5,2승0무8패,5패,2-0-4,1-0-5
20230419,1,LG,16,10,6,0,0.625,0,6승0무4패,1승,6-0-2,4-0-4
20230419,1,NC,16,10,6,0,0.625,0,7승0무3패,1패,5-0-1,5-0-5
20230419,3,KT,13,7,5,1,0.583,1,5승1무4패,3승,4-1-2,3-0-3
20230419,4,SSG,14,8,6,0,0.571,1,5승0무5패,4패,3-0-3,5-0-3
20230419,5,두산,15,8,7,0,0.533,1.5,5승0무5패,1패,4-0-3,4-0-4
20230419,6,키움,15,7,8,0,0.467,2.5,4승0무6패,2패,6-0-4,1-0-4
20230419,6,삼성,15,7,8,0,0.467,2.5,5승0무5패,3승,5-0-5,2-0-3
20230419,8,롯데,14,6,8,0,0.429,3,5승0무5패,1패,4-0-4,2-0-4
20230419,9,한화,15,5,9,1,0.357,4,4승1무5패,1승,1-0-4,4-1-5
20230419,10,KIA,13,4,9,0,0.308,4.5,3승0무7패,1승,2-0-4,2-0-5
20230420,1,LG,17,11,6,0,0.647,0,6승0무4패,2승,7-0-2,4-0-4
20230420,2,SSG,15,9,6,0,0.600,1,5승0무5패,1승,3-0-3,6-0-3
20230420,3,NC,17,10,7,0,0.588,1,6승0무4패,2패,5-0-1,5-0-6
20230420,4,두산,16,9,7,0,0.563,1.5,5승0무5패,1승,4-0-3,5-0-4
20230420,5,KT,14,7,6,1,0.538,2,4승1무5패,1패,4-1-3,3-0-3
20230420,6,키움,16,8,8,0,0.500,2.5,5승0무5패,1승,7-0-4,1-0-4
20230420,7,롯데,15,7,8,0,0.467,3,6승0무4패,1승,5-0-4,2-0-4
20230420,8,삼성,16,7,9,0,0.438,3.5,5승0무5패,1패,5-0-5,2-0-4
20230420,9,한화,16,5,10,1,0.333,5,4승1무5패,1패,1-0-5,4-1-5
20230420,10,KIA,14,4,10,0,0.286,5.5,2승0무8패,1패,2-0-4,2-0-6
20230421,1,LG,18,12,6,0,0.667,0,6승0무4패,3승,7-0-2,5-0-4
20230421,2,SSG,16,10,6,0,0.625,1,5승0무5패,2승,4-0-3,6-0-3
20230421,3,두산,17,10,7,0,0.588,1.5,6승0무4패,2승,5-0-3,5-0-4
20230421,4,NC,18,10,8,0,0.556,2,5승0무5패,3패,5-0-2,5-0-6
20230421,5,KT,15,7,7,1,0.500,3,4승1무5패,2패,4-1-3,3-0-4
20230421,5,롯데,16,8,8,0,0.500,3,6승0무4패,2승,5-0-4,3-0-4
20230421,7,키움,17,8,9,0,0.471,3.5,5승0무5패,1패,7-0-4,1-0-5
20230421,8,삼성,17,7,10,0,0.412,4.5,5승0무5패,2패,5-0-5,2-0-5
20230421,9,KIA,15,5,10,0,0.333,5.5,3승0무7패,1승,3-0-4,2-0-6
20230421,10,한화,17,5,11,1,0.313,6,4승1무5패,2패,1-0-6,4-1-5
20230422,1,LG,19,13,6,0,0.684,0,7승0무3패,4승,7-0-2,6-0-4
20230422,2,SSG,17,11,6,0,0.647,1,5승0무5패,3승,5-0-3,6-0-3
20230422,3,두산,18,11,7,0,0.611,1.5,6승0무4패,3승,6-0-3,5-0-4
20230422,4,롯데,17,9,8,0,0.529,3,6승0무4패,3승,5-0-4,4-0-4
20230422,5,NC,19,10,9,0,0.526,3,4승0무6패,4패,5-0-3,5-0-6
20230422,6,KT,16,7,8,1,0.467,4,4승1무5패,3패,4-1-3,3-0-5
20230422,7,키움,18,8,10,0,0.444,4.5,5승0무5패,2패,7-0-4,1-0-6
20230422,8,삼성,18,7,11,0,0.389,5.5,5승0무5패,3패,5-0-5,2-0-6
20230422,9,KIA,16,6,10,0,0.375,5.5,4승0무6패,2승,4-0-4,2-0-6
20230422,10,한화,18,5,12,1,0.294,7,3승1무6패,3패,1-0-7,4-1-5
20230423,1,SSG,18,12,6,0,0.667,0,5승0무5패,4승,6-0-3,6-0-3
20230423,2,LG,20,13,7,0,0.650,0,6승0무4패,1패,7-0-2,6-0-5
20230423,3,두산,19,11,7,1,0.611,1,5승1무4패,3승,6-1-3,5-0-4
20230423,4,롯데,18,10,8,0,0.556,2,7승0무3패,4승,5-0-4,5-0-4
20230423,5,NC,20,10,10,0,0.500,3,3승0무7패,5패,5-0-4,5-0-6
20230423,6,KT,17,7,8,2,0.467,3.5,4승2무4패,3패,4-1-3,3-1-5
20230423,7,키움,19,8,11,0,0.421,4.5,5승0무5패,3패,7-0-4,1-0-7
20230423,8,KIA,17,7,10,0,0.412,4.5,4승0무6패,3승,5-0-4,2-0-6
20230423,9,삼성,19,7,12,0,0.368,5.5,5승0무5패,4패,5-0-5,2-0-7
20230423,10,한화,19,6,12,1,0.333,6,4승1무5패,1승,2-0-7,4-1-5
20230425,1,LG,21,14,7,0,0.667,0,7승0무3패,1승,8-0-2,6-0-5
20230425,2,SSG,19,12,7,0,0.632,1,5승0무5패,1패,6-0-3,6-0-4
20230425,3,두산,19,11,7,1,0.611,1.5,5승1무4패,3승,6-1-3,5-0-4
20230425,4,롯데,18,10,8,0,0.556,2.5,7승0무3패,4승,5-0-4,5-0-4
20230425,5,NC,21,11,10,0,0.524,3,4승0무6패,1승,5-0-4,6-0-6
20230425,6,키움,20,9,11,0,0.450,4.5,5승0무5패,1승,8-0-4,1-0-7
20230425,7,KT,18,7,9,2,0.438,4.5,3승2무5패,4패,4-1-3,3-1-6
20230425,8,KIA,18,7,11,0,0.389,5.5,4승0무6패,1패,5-0-5,2-0-6
20230425,9,삼성,19,7,12,0,0.368,6,5승0무5패,4패,5-0-5,2-0-7
20230425,10,한화,19,6,12,1,0.333,6.5,4승1무5패,1승,2-0-7,4-1-5
20230426,1,SSG,20,13,7,0,0.650,0,5승0무5패,1승,6-0-3,7-0-4
20230426,2,LG,22,14,8,0,0.636,0,6승0무4패,1패,8-0-3,6-0-5
20230426,3,롯데,19,11,8,0,0.579,1.5,7승0무3패,5승,6-0-4,5-0-4
20230426,3,두산,20,11,8,1,0.579,1.5,5승1무4패,1패,6-1-3,5-0-5
20230426,5,NC,22,11,11,0,0.500,3,4승0무6패,1패,5-0-4,6-0-7
20230426,6,키움,21,10,11,0,0.476,3.5,5승0무5패,2승,9-0-4,1-0-7
20230426,7,KIA,19,8,11,0,0.421,4.5,5승0무5패,1승,6-0-5,2-0-6
20230426,8,KT,19,7,10,2,0.412,4.5,3승1무6패,5패,4-1-3,3-1-7
20230426,9,삼성,20,8,12,0,0.400,5,5승0무5패,1승,6-0-5,2-0-7
20230426,10,한화,20,6,13,1,0.316,6.5,3승1무6패,1패,2-0-7,4-1-6
20230427,1,LG,23,15,8,0,0.652,0,6승0무4패,1승,9-0-3,6-0-5
20230427,2,SSG,21,13,8,0,0.619,1,5승0무5패,1패,6-0-3,7-0-5
20230427,3,롯데,20,12,8,0,0.600,1.5,8승0무2패,6승,7-0-4,5-0-4
20230427,4,두산,21,11,9,1,0.550,2.5,5승1무4패,2패,6-1-3,5-0-6
20230427,5,키움,22,11,11,0,0.500,3.5,5승0무5패,3승,10-0-4,1-0-7
20230427,6,NC,23,11,12,0,0.478,4,3승0무7패,2패,5-0-4,6-0-8
20230427,7,KIA,20,9,11,0,0.450,4.5,6승0무4패,2승,7-0-5,2-0-6
20230427,8,삼성,21,9,12,0,0.429,5,5승0무5패,2승,7-0-5,2-0-7
20230427,9,KT,20,7,11,2,0.389,5.5,3승1무6패,6패,4-1-3,3-1-8
20230427,10,한화,21,6,14,1,0.300,7.5,3승0무7패,2패,2-0-7,4-1-7
20230428,1,SSG,22,14,8,0,0.636,0,6승0무4패,1승,7-0-3,7-0-5
20230428,2,LG,24,15,9,0,0.625,0,6승0무4패,1패,9-0-4,6-0-5
20230428,3,롯데,21,13,8,0,0.619,0.5,8승0무2패,7승,8-0-4,5-0-4
20230428,4,두산,22,11,10,1,0.524,2.5,5승1무4패,3패,6-1-3,5-0-7
20230428,5,NC,24,12,12,0,0.500,3,3승0무7패,1승,5-0-4,7-0-8
20230428,6,키움,23,11,12,0,0.478,3.5,4승0무6패,1패,10-0-4,1-0-8
20230428,7,KIA,21,10,11,0,0.476,3.5,7승0무3패,3승,7-0-5,3-0-6
20230428,8,삼성,22,10,12,0,0.455,4,6승0무4패,3승,7-0-5,3-0-7
20230428,9,KT,21,7,12,2,0.368,5.5,2승1무7패,7패,4-1-4,3-1-8
20230428,10,한화,22,6,15,1,0.286,7.5,2승0무8패,3패,2-0-8,4-1-7
20230429,1,SSG,23,15,8,0,0.652,0,7승0무3패,2승,8-0-3,7-0-5
20230429,2,롯데,21,13,8,0,0.619,1,8승0무2패,7승,8-0-4,5-0-4
20230429,3,LG,25,15,10,0,0.600,1,6승0무4패,2패,9-0-5,6-0-5
20230429,4,NC,25,13,12,0,0.520,3,3승0무7패,2승,5-0-4,8-0-8
20230429,5,KIA,22,11,11,0,0.500,3.5,8승0무2패,4승,7-0-5,4-0-6
20230429,5,두산,23,11,11,1,0.500,3.5,4승1무5패,4패,6-1-3,5-0-8
20230429,7,키움,23,11,12,0,0.478,4,4승0무6패,1패,10-0-4,1-0-8
20230429,7,삼성,23,11,12,0,0.478,4,6승0무4패,4승,7-0-5,4-0-7
20230429,9,KT,22,7,13,2,0.350,6.5,1승1무8패,8패,4-1-5,3-1-8
20230429,10,한화,23,6,16,1,0.273,8.5,2승0무8패,4패,2-0-9,4-1-7
20230430,1,롯데,22,14,8,0,0.636,0,9승0무1패,8승,9-0-4,5-0-4
20230430,2,SSG,24,15,9,0,0.625,0,7승0무3패,1패,8-0-4,7-0-5
20230430,3,LG,26,15,11,0,0.577,1,5승0무5패,3패,9-0-6,6-0-5
20230430,4,NC,26,14,12,0,0.538,2,4승0무6패,3승,5-0-4,9-0-8
20230430,5,KIA,23,12,11,0,0.522,2.5,8승0무2패,5승,7-0-5,5-0-6
20230430,5,두산,24,12,11,1,0.522,2.5,4승1무5패,1승,6-1-3,6-0-8
20230430,7,삼성,24,12,12,0,0.500,3,6승0무4패,5승,7-0-5,5-0-7
20230430,8,키움,24,11,13,0,0.458,4,4승0무6패,2패,10-0-4,1-0-9
20230430,9,KT,23,7,14,2,0.333,6.5,0승1무9패,9패,4-1-6,3-1-8
20230430,10,한화,24,6,17,1,0.261,8.5,2승0무8패,5패,2-0-10,4-1-7
20230502,1,롯데,23,15,8,0,0.652,0,9승0무1패,9승,9-0-4,6-0-4
20230502,2,SSG,25,15,10,0,0.600,1,6승0무4패,2패,8-0-5,7-0-5
20230502,3,LG,27,16,11,0,0.593,1,5승0무5패,1승,9-0-6,7-0-5
20230502,4,두산,25,13,11,1,0.542,2.5,5승1무4패,2승,7-1-3,6-0-8
20230502,5,NC,27,14,13,0,0.519,3,4승0무6패,1패,5-0-5,9-0-8
20230502,6,KIA,24,12,12,0,0.500,3.5,8승0무2패,1패,7-0-6,5-0-6
20230502,7,키움,25,12,13,0,0.480,4,5승0무5패,1승,10-0-4,2-0-9
20230502,7,삼성,25,12,13,0,0.480,4,5승0무5패,1패,7-0-6,5-0-7
20230502,9,KT,24,8,14,2,0.364,6.5,1승1무8패,1승,4-1-6,4-1-8
20230502,10,한화,25,6,18,1,0.250,9.5,1승0무9패,6패,2-0-10,4-1-8
20230503,1,롯데,24,15,9,0,0.625,0,9승0무1패,1패,9-0-4,6-0-5
20230503,2,SSG,26,16,10,0,0.615,0,6승0무4패,1승,9-0-5,7-0-5
20230503,3,LG,28,17,11,0,0.607,0,5승0무5패,2승,9-0-6,8-0-5
20230503,4,KIA,25,13,12,0,0.520,2.5,8승0무2패,1승,8-0-6,5-0-6
20230503,4,두산,26,13,12,1,0.520,2.5,4승1무5패,1패,7-1-4,6-0-8
20230503,6,키움,26,13,13,0,0.500,3,5승0무5패,2승,10-0-4,3-0-9
20230503,6,NC,28,14,14,0,0.500,3,4승0무6패,2패,5-0-6,9-0-8
20230503,8,삼성,26,12,14,0,0.462,4,5승0무5패,2패,7-0-7,5-0-7
20230503,9,KT,25,8,15,2,0.348,6.5,1승1무8패,1패,4-1-6,4-1-9
20230503,10,한화,26,7,18,1,0.280,8.5,2승0무8패,1승,2-0-10,5-1-8
20230504,1,SSG,27,17,10,0,0.630,0,6승0무4패,2승,10-0-5,7-0-5
20230504,2,롯데,24,15,9,0,0.625,0.5,9승0무1패,1패,9-0-4,6-0-5
20230504,3,LG,28,17,11,0,0.607,0.5,5승0무5패,2승,9-0-6,8-0-5
20230504,4,KIA,25,13,12,0,0.520,3,8승0무2패,1승,8-0-6,5-0-6
20230504,5,NC,28,14,14,0,0.500,3.5,4승0무6패,2패,5-0-6,9-0-8
20230504,5,두산,27,13,13,1,0.500,3.5,3승1무6패,2패,7-1-5,6-0-8
20230504,7,키움,27,13,14,0,0.481,4,5승0무5패,1패,10-0-4,3-0-10
20230504,7,삼성,27,13,14,0,0.481,4,6승0무4패,1승,8-0-7,5-0-7
20230504,9,KT,26,8,16,2,0.333,7.5,1승1무8패,2패,4-1-6,4-1-10
20230504,10,한화,27,8,18,1,0.308,8.5,3승0무7패,2승,2-0-10,6-1-8
20230505,1,SSG,28,18,10,0,0.643,0,6승0무4패,3승,10-0-5,8-0-5
20230505,2,롯데,24,15,9,0,0.625,1,9승0무1패,1패,9-0-4,6-0-5
20230505,3,LG,28,17,11,0,0.607,1,5승0무5패,2승,9-0-6,8-0-5
20230505,4,KIA,25,13,12,0,0.520,3.5,8승0무2패,1승,8-0-6,5-0-6
20230505,5,NC,28,14,14,0,0.500,4,4승0무6패,2패,5-0-6,9-0-8
20230505,5,두산,27,13,13,1,0.500,4,3승1무6패,2패,7-1-5,6-0-8
20230505,7,삼성,27,13,14,0,0.481,4.5,6승0무4패,1승,8-0-7,5-0-7
20230505,8,키움,28,13,15,0,0.464,5,5승0무5패,2패,10-0-5,3-0-10
20230505,9,KT,26,8,16,2,0.333,8,1승1무8패,2패,4-1-6,4-1-10
20230505,10,한화,27,8,18,1,0.308,9,3승0무7패,2승,2-0-10,6-1-8
20230506,1,SSG,29,19,10,0,0.655,0,7승0무3패,4승,10-0-5,9-0-5
