연도,순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,POS_EN
2025,65,김규성,KIA,2루수,79,25,301.6666666666667,4,0,65,97,21,0.976,0,0,0,,2B
2025,65,황재균,KT,1루수,79,65,561.6666666666666,3,0,541,50,38,0.995,0,0,0,,1B
2025,67,김진성,LG,투수,78,0,70.66666666666667,0,2,2,9,0,1.0,0,0,0,,P
2025,68,오선우,KIA,1루수,77,59,505.3333333333333,10,0,482,33,43,0.981,0,0,0,,1B
2025,68,김지찬,삼성,중견수,77,69,565.0,1,0,157,1,1,0.994,0,0,0,,CF
2025,68,노경은,SSG,투수,77,0,80.0,0,0,3,8,0,1.0,0,0,0,,P
2025,71,김현수,LG,좌익수,76,74,560.6666666666666,2,0,115,3,0,0.983,0,0,0,,LF
2025,71,김진호,NC,투수,76,0,72.33333333333333,0,2,4,8,0,1.0,0,0,0,,P
2025,73,이로운,SSG,투수,75,0,77.0,0,1,2,13,0,1.0,0,0,0,,P
2025,73,정철원,롯데,투수,75,0,70.0,0,0,0,9,1,1.0,0,0,0,,P
2025,73,이우성,NC,좌익수,75,66,470.3333333333333,2,0,120,3,1,0.984,0,0,0,,LF
2025,76,전상현,KIA,투수,74,0,70.0,2,0,2,8,0,0.833,0,0,0,,P
2025,76,손호영,롯데,3루수,74,71,614.6666666666666,16,0,55,117,14,0.915,0,0,0,,3B
2025,76,박상원,한화,투수,74,0,66.66666666666667,1,0,7,9,1,0.941,0,0,0,,P
2025,76,전사민,NC,투수,74,0,82.33333333333333,1,0,3,16,1,0.95,0,0,0,,P
2025,80,김성윤,삼성,우익수,73,64,535.0,1,0,97,3,0,0.99,0,0,0,,RF
2025,80,김태훈,삼성,투수,73,0,66.33333333333333,2,0,1,8,1,0.818,0,0,0,,P
2025,80,박치국,두산,투수,73,0,62.333333333333336,1,0,3,10,1,0.929,0,0,0,,P
2025,80,이영하,두산,투수,73,0,66.66666666666667,2,3,3,17,0,0.909,0,0,0,,P
2025,80,김범수,한화,투수,73,0,48.0,1,0,4,6,2,0.909,0,0,0,,P
2025,85,김선빈,KIA,2루수,72,68,503.6666666666667,9,0,96,126,33,0.961,0,0,0,,2B
2025,85,조상우,KIA,투수,72,0,60.0,2,2,3,6,0,0.818,0,0,0,,P
2025,85,이지영,SSG,포수,72,55,482.6666666666667,3,1,454,32,5,0.994,1,45,10,18.2,C
2025,88,나성범,KIA,우익수,71,69,541.6666666666666,0,0,99,9,2,1.0,0,0,0,,RF
2025,88,한태양,롯데,2루수,71,56,500.3333333333333,6,0,127,143,30,0.978,0,0,0,,2B
2025,88,한승혁,한화,투수,71,0,64.0,0,2,1,10,1,1.0,0,0,0,,P
2025,91,김민,SSG,투수,70,0,63.66666666666666,0,0,1,8,1,1.0,0,0,0,,P
2025,91,배재환,NC,투수,70,0,60.333333333333336,0,0,5,7,0,1.0,0,0,0,,P
2025,93,이주헌,LG,포수,69,42,332.0,4,0,295,16,2,0.987,5,28,3,9.7,C
2025,93,양석환,두산,1루수,69,68,579.6666666666666,4,0,525,45,44,0.993,0,0,0,,1B
2025,93,오명진,두산,2루수,69,55,488.0,7,0,127,161,38,0.976,0,0,0,,2B
2025,93,조병현,SSG,투수,69,0,67.33333333333333,0,0,0,6,1,1.0,0,0,0,,P
2025,93,김서현,한화,투수,69,0,66.0,0,0,0,9,0,1.0,0,0,0,,P
2025,93,박건우,NC,우익수,69,64,458.0,1,0,83,5,1,0.989,0,0,0,,RF
2025,99,구본혁,LG,3루수,68,33,328.6666666666667,2,0,21,72,9,0.979,0,0,0,,3B
2025,99,조동욱,한화,투수,68,2,60.0,0,0,0,10,2,1.0,0,0,0,,P
2025,101,이유찬,두산,유격수,67,60,541.0,8,0,90,161,35,0.969,0,0,0,,SS
2025,101,박영현,KT,투수,67,0,69.0,1,0,3,2,0,0.833,0,0,0,,P
2025,101,김강현,롯데,투수,67,0,72.0,0,1,1,6,0,1.0,0,0,0,,P
2025,104,최지민,KIA,투수,66,0,53.333333333333336,0,0,0,6,0,1.0,0,0,0,,P
2025,104,김영우,LG,투수,66,0,60.0,0,0,4,11,2,1.0,0,0,0,,P
2025,104,황성빈,롯데,중견수,66,61,482.3333333333333,3,0,102,3,1,0.972,0,0,0,,CF
2025,104,최원준,NC,우익수,66,29,324.6666666666667,2,0,62,4,0,0.971,0,0,0,,RF
2025,108,배찬승,삼성,투수,65,0,50.66666666666666,0,0,3,7,0,1.0,0,0,0,,P
2025,108,조수행,두산,좌익수,65,11,203.33333333333331,0,0,54,1,0,1.0,0,0,0,,LF
2025,110,김택연,두산,투수,64,0,66.33333333333333,2,0,0,3,0,0.6,0,0,0,,P
2025,110,이도윤,한화,2루수,64,45,380.6666666666667,2,0,73,120,21,0.99,0,0,0,,2B
2025,110,김태진,키움,2루수,64,48,430.6666666666667,3,0,93,138,29,0.987,0,0,0,,2B
2025,113,김재윤,삼성,투수,63,0,57.66666666666666,0,0,3,9,0,1.0,0,0,0,,P
2025,113,양도근,삼성,2루수,63,26,285.0,2,0,80,86,22,0.988,0,0,0,,2B
2025,113,이호준,롯데,유격수,63,32,340.3333333333333,9,0,47,105,18,0.944,0,0,0,,SS
2025,113,김종수,한화,투수,63,0,63.66666666666666,0,0,4,5,1,1.0,0,0,0,,P
2025,113,플로리얼,한화,중견수,63,62,537.3333333333334,5,0,133,4,0,0.965,0,0,0,,CF
2025,118,이승민,삼성,투수,62,1,64.33333333333333,0,0,5,10,1,1.0,0,0,0,,P
2025,118,장준원,KT,유격수,62,47,355.0,3,0,72,114,26,0.984,0,0,0,,SS
2025,118,조대현,KT,포수,62,24,246.66666666666663,7,0,196,10,1,0.967,2,15,2,11.8,C
2025,118,류진욱,NC,투수,62,0,66.0,1,0,4,13,3,0.944,0,0,0,,P
2025,118,김재현,키움,포수,62,41,353.0,4,0,277,28,6,0.987,1,31,12,27.9,C
2025,123,문상철,KT,1루수,61,45,382.0,0,0,351,30,31,1.0,0,0,0,,1B
2025,123,이원석,한화,우익수,61,24,279.3333333333333,0,0,50,4,1,1.0,0,0,0,,RF
2025,123,하주석,한화,유격수,61,48,407.6666666666667,1,0,59,103,21,0.994,0,0,0,,SS
2025,123,원종현,키움,투수,61,0,54.333333333333336,1,0,4,7,0,0.917,0,0,0,,P
2025,127,정해영,KIA,투수,60,0,61.66666666666666,1,0,3,6,0,0.9,0,0,0,,P
2025,127,김성윤,삼성,중견수,60,47,432.3333333333333,1,0,116,3,3,0.992,0,0,0,,CF
2025,127,최원영,LG,좌익수,60,8,169.33333333333334,1,0,41,0,0,0.976,0,0,0,,LF
2025,127,강승호,두산,1루수,60,33,331.0,3,0,293,25,30,0.991,0,0,0,,1B
2025,127,고승민,롯데,2루수,60,58,449.3333333333333,4,0,93,165,34,0.985,0,0,0,,2B
2025,127,천재환,NC,중견수,60,39,314.6666666666667,0,0,87,1,0,1.0,0,0,0,,CF
2025,133,위즈덤,KIA,3루수,58,54,406.0,9,0,33,79,5,0.926,0,0,0,,3B
2025,133,이호성,삼성,투수,58,0,55.333333333333336,1,0,3,6,1,0.9,0,0,0,,P
2025,133,김민수,KT,투수,58,0,52.66666666666666,0,0,1,4,0,1.0,0,0,0,,P
2025,133,손동현,KT,투수,58,0,58.66666666666666,2,1,6,7,0,0.867,0,0,0,,P
2025,133,오태곤,SSG,1루수,58,10,178.33333333333334,0,0,154,10,23,1.0,0,0,0,,1B
2025,133,김민성,롯데,3루수,58,43,358.3333333333333,5,0,17,75,5,0.948,0,0,0,,3B
2025,133,리베라토,한화,중견수,58,58,479.0,3,0,125,7,1,0.978,0,0,0,,CF
2025,140,이준영,KIA,투수,57,0,34.0,1,0,0,2,0,0.667,0,0,0,,P
2025,140,구본혁,LG,유격수,57,36,315.0,3,0,57,97,22,0.981,0,0,0,,SS
2025,142,오선우,KIA,좌익수,56,37,333.0,0,0,90,2,1,1.0,0,0,0,,LF
2025,142,장현식,LG,투수,56,0,49.66666666666666,1,0,2,3,0,0.833,0,0,0,,P
2025,142,김태연,한화,1루수,56,26,294.0,3,0,249,27,21,0.989,0,0,0,,1B
2025,145,이병헌,삼성,포수,55,13,184.0,2,0,154,9,1,0.988,2,16,1,5.9,C
2025,145,서호철,NC,1루수,55,27,272.0,1,0,241,7,26,0.996,0,0,0,,1B
2025,147,박신지,두산,투수,54,0,60.0,0,0,2,7,0,1.0,0,0,0,,P
2025,147,박준순,두산,3루수,54,50,445.3333333333333,19,0,30,95,12,0.868,0,0,0,,3B
2025,147,박윤성,키움,투수,54,0,51.66666666666666,0,0,5,7,1,1.0,0,0,0,,P
2025,150,로하스,KT,우익수,53,49,385.0,3,0,76,3,1,0.963,0,0,0,,RF
2026,1,이강민,KT,유격수,22,22,175.0,4,0,41,45,17,0.956,0,0,0,,SS
2026,1,힐리어드,KT,좌익수,22,20,177.0,0,0,40,1,0,1.0,0,0,0,,LF
2026,1,정수빈,두산,중견수,22,21,181.0,0,0,41,1,0,1.0,0,0,0,,CF
2026,4,문성주,LG,좌익수,21,19,161.33333333333334,1,0,45,1,0,0.979,0,0,0,,LF
2026,4,박해민,LG,중견수,21,21,179.0,0,0,61,2,1,1.0,0,0,0,,CF
2026,4,신민재,LG,2루수,21,18,170.0,1,0,31,64,12,0.99,0,0,0,,2B
2026,4,채은성,한화,1루수,21,21,176.33333333333334,4,0,148,8,20,0.975,0,0,0,,1B
2026,4,페라자,한화,우익수,21,21,174.0,2,0,36,2,0,0.95,0,0,0,,RF
2026,4,박성한,SSG,유격수,21,21,176.33333333333334,3,0,29,54,12,0.965,0,0,0,,SS
2026,4,에레디아,SSG,좌익수,21,21,176.0,1,0,39,0,0,0.975,0,0,0,,LF
2026,4,최정,SSG,3루수,21,21,172.33333333333334,2,0,9,38,7,0.959,0,0,0,,3B
2026,4,최지훈,SSG,중견수,21,20,178.33333333333334,1,0,62,1,0,0.984,0,0,0,,CF
2026,4,김지찬,삼성,중견수,21,20,171.33333333333334,0,0,53,1,0,1.0,0,0,0,,CF
2026,4,디아즈,삼성,1루수,21,21,185.0,1,0,174,22,18,0.995,0,0,0,,1B
2026,4,류지혁,삼성,2루수,21,21,178.0,3,0,38,62,13,0.971,0,0,0,,2B
2026,4,김주원,NC,유격수,21,21,176.0,2,0,33,61,11,0.979,0,0,0,,SS
2026,4,김도영,KIA,3루수,21,20,173.66666666666666,0,0,15,41,6,1.0,0,0,0,,3B
2026,4,김호령,KIA,중견수,21,21,184.0,0,0,59,2,0,1.0,0,0,0,,CF
2026,4,박찬호,두산,유격수,21,21,183.0,2,0,35,57,15,0.979,0,0,0,,SS
2026,4,김건희,키움,포수,21,18,159.0,3,0,133,11,2,0.98,0,10,3,23.1,C
2026,21,박동원,LG,포수,20,18,152.0,1,1,130,8,0,0.993,0,15,5,25.0,C
2026,21,오스틴,LG,1루수,20,20,171.0,1,0,142,10,14,0.993,0,0,0,,1B
2026,21,오지환,LG,유격수,20,19,162.0,4,0,31,51,11,0.953,0,0,0,,SS
2026,21,문현빈,한화,좌익수,20,20,171.0,0,0,31,1,0,1.0,0,0,0,,LF
2026,21,김형준,NC,포수,20,18,142.33333333333334,0,1,117,9,0,1.0,1,10,3,23.1,C
2026,21,노진혁,롯데,1루수,20,19,153.33333333333334,1,0,120,16,7,0.993,0,0,0,,1B
2026,21,카스트로,KIA,좌익수,20,20,155.33333333333334,0,0,45,1,0,1.0,0,0,0,,LF
2026,28,하주석,한화,2루수,19,17,139.0,3,0,36,35,12,0.959,0,0,0,,2B
2026,28,정준재,SSG,2루수,19,14,125.66666666666669,1,0,35,47,12,0.988,0,0,0,,2B
2026,28,강민호,삼성,포수,19,17,137.0,0,0,105,7,2,1.0,3,12,2,14.3,C
2026,28,박민우,NC,2루수,19,19,147.0,1,0,37,43,9,0.988,0,0,0,,2B
2026,28,최정원,NC,중견수,19,18,150.0,0,0,37,1,0,1.0,0,0,0,,CF
2026,28,김상수,KT,2루수,19,17,158.0,3,0,39,64,17,0.972,0,0,0,,2B
2026,28,손성빈,롯데,포수,19,12,107.0,1,1,103,6,3,0.991,0,3,1,25.0,C
2026,28,전민재,롯데,유격수,19,19,144.33333333333334,2,0,34,44,9,0.975,0,0,0,,SS
2026,28,한태양,롯데,2루수,19,19,153.66666666666666,1,0,35,46,7,0.988,0,0,0,,2B
2026,28,데일,KIA,유격수,19,18,153.33333333333334,7,0,26,33,4,0.894,0,0,0,,SS
2026,28,한준수,KIA,포수,19,16,146.33333333333334,1,0,113,4,1,0.992,1,15,2,11.8,C
2026,28,이주형,키움,중견수,19,19,157.66666666666666,2,0,48,0,0,0.96,0,0,0,,CF
2026,40,천성호,LG,3루수,18,15,112.0,3,0,11,13,1,0.889,0,0,0,,3B
2026,40,심우준,한화,유격수,18,18,147.0,4,0,34,42,12,0.95,0,0,0,,SS
2026,40,이재현,삼성,유격수,18,17,131.0,3,0,26,43,11,0.958,0,0,0,,SS
2026,40,이우성,NC,좌익수,18,18,126.33333333333331,0,0,27,0,0,1.0,0,0,0,,LF
2026,40,김민석,두산,좌익수,18,16,139.0,2,0,35,0,0,0.946,0,0,0,,LF
2026,40,박준순,두산,2루수,18,17,139.66666666666666,3,0,39,42,11,0.964,0,0,0,,2B
2026,40,브룩스,키움,1루수,18,16,141.0,0,0,123,10,11,1.0,0,0,0,,1B
2026,47,홍창기,LG,우익수,17,16,133.0,0,0,25,1,0,1.0,0,0,0,,RF
2026,47,고명준,SSG,1루수,17,17,132.0,1,0,123,6,15,0.992,0,0,0,,1B
2026,47,김성욱,SSG,우익수,17,7,75.33333333333333,0,0,16,1,0,1.0,0,0,0,,RF
2026,47,양석환,두산,1루수,17,17,137.0,2,0,112,8,9,0.984,0,0,0,,1B
2026,47,양의지,두산,포수,17,16,131.0,1,0,126,9,2,0.993,1,12,1,7.7,C
2026,47,카메론,두산,우익수,17,17,136.0,0,0,26,0,0,1.0,0,0,0,,RF
2026,53,구본혁,LG,3루수,16,5,65.0,0,0,3,6,0,1.0,0,0,0,,3B
2026,53,최재훈,한화,포수,16,16,115.0,1,0,108,9,2,0.992,1,4,2,33.3,C
2026,53,박건우,NC,우익수,16,16,110.0,0,0,17,0,0,1.0,0,0,0,,RF
2026,53,김현수,KT,1루수,16,15,132.0,1,0,100,15,14,0.991,0,0,0,,1B
2026,53,한승택,KT,포수,16,14,119.33333333333331,0,0,105,11,2,1.0,0,12,4,25.0,C
2026,53,레이예스,롯데,좌익수,16,15,130.33333333333334,0,0,27,2,2,1.0,0,0,0,,LF
2026,53,윤동희,롯데,우익수,16,16,124.33333333333331,0,0,28,1,0,1.0,0,0,0,,RF
2026,53,박찬혁,키움,우익수,16,15,116.0,0,0,22,1,0,1.0,0,0,0,,RF
2026,61,허인서,한화,포수,15,5,73.0,0,1,68,5,1,1.0,1,5,1,16.7,C
2026,61,조형우,SSG,포수,15,15,116.0,3,0,91,10,1,0.971,0,7,2,22.2,C
2026,61,한유섬,SSG,우익수,15,13,93.0,0,0,15,1,0,1.0,0,0,0,,RF
2026,61,김휘집,NC,3루수,15,15,109.0,1,0,12,25,1,0.974,0,0,0,,3B
2026,61,유강남,롯데,포수,15,9,76.33333333333333,0,0,73,7,0,1.0,1,14,4,22.2,C
2026,61,한동희,롯데,3루수,15,15,122.0,2,0,9,16,0,0.926,0,0,0,,3B
2026,61,황성빈,롯데,중견수,15,12,107.0,1,0,22,0,0,0.957,0,0,0,,CF
2026,68,노시환,한화,3루수,14,14,126.0,3,0,5,20,3,0.893,0,0,0,,3B
2026,68,스기모토,KT,투수,14,0,11.666666666666666,0,0,0,0,0,,0,0,0,,P
2026,68,안현민,KT,우익수,14,14,118.0,0,0,23,1,0,1.0,0,0,0,,RF
2026,68,박재현,KIA,우익수,14,10,95.0,0,0,17,1,1,1.0,0,0,0,,RF
2026,68,안재석,두산,3루수,14,14,119.0,3,0,13,17,1,0.909,0,0,0,,3B
2026,68,이병헌,두산,투수,14,0,11.0,0,0,1,2,1,1.0,0,0,0,,P
2026,74,오재원,한화,중견수,13,11,101.0,2,0,27,0,0,0.931,0,0,0,,CF
2026,74,정우주,한화,투수,13,0,9.333333333333334,0,0,0,0,0,,0,0,0,,P
2026,74,전병우,삼성,3루수,13,11,100.0,2,0,6,21,1,0.931,0,0,0,,3B
2026,74,김영규,NC,투수,13,0,9.333333333333334,0,0,0,1,0,1.0,0,0,0,,P
2026,74,배재환,NC,투수,13,0,9.666666666666666,0,0,0,0,0,,0,0,0,,P
2026,74,최원준,KT,중견수,13,13,111.0,2,0,22,1,0,0.92,0,0,0,,CF
2026,74,한승혁,KT,투수,13,0,12.0,1,0,1,0,0,0.5,0,0,0,,P
2026,74,김범수,KIA,투수,13,0,9.666666666666666,0,0,1,2,0,1.0,0,0,0,,P
2026,74,김선빈,KIA,2루수,13,13,98.0,0,0,11,38,4,1.0,0,0,0,,2B
2026,74,박정우,KIA,좌익수,13,0,22.666666666666668,1,0,7,0,0,0.875,0,0,0,,LF
2026,84,유영찬,LG,투수,12,0,11.666666666666666,0,0,1,0,0,1.0,0,0,0,,P
2026,84,김종수,한화,투수,12,0,9.0,0,0,0,1,0,1.0,0,0,0,,P
2026,84,조동욱,한화,투수,12,0,7.666666666666667,0,0,0,2,0,1.0,0,0,0,,P
2026,84,오태곤,SSG,1루수,12,4,54.0,0,0,45,3,6,1.0,0,0,0,,1B
2026,84,이지영,SSG,포수,12,6,68.0,0,0,61,7,0,1.0,1,3,2,40.0,C
2026,84,전영준,SSG,투수,12,0,11.0,0,0,0,0,0,,0,0,0,,P
2026,84,박세혁,삼성,포수,12,4,53.0,0,0,34,3,0,1.0,0,6,0,0.0,C
2026,84,임지민,NC,투수,12,0,11.0,0,0,0,0,0,,0,0,0,,P
2026,84,배정대,KT,중견수,12,7,74.0,0,0,16,0,0,1.0,0,0,0,,CF
2026,84,오윤석,KT,1루수,12,7,64.0,0,0,63,5,8,1.0,0,0,0,,1B
2026,84,전용주,KT,투수,12,0,9.0,0,0,1,3,0,1.0,0,0,0,,P
2026,84,이호준,롯데,유격수,12,2,37.0,0,0,8,8,1,1.0,0,0,0,,SS
2026,84,김규성,KIA,1루수,12,5,60.0,1,0,50,1,2,0.981,0,0,0,,1B
2026,84,윤준호,두산,포수,12,6,63.0,0,0,65,2,0,1.0,0,0,0,,C
2026,84,어준서,키움,유격수,12,12,104.66666666666669,4,0,17,35,5,0.929,0,0,0,,SS
2026,84,유토,키움,투수,12,0,8.666666666666666,0,0,0,2,0,1.0,0,0,0,,P
2026,100,박상원,한화,투수,11,0,8.666666666666666,0,0,1,0,0,1.0,0,0,0,,P
2026,100,김민,SSG,투수,11,0,12.333333333333334,0,0,0,3,0,1.0,0,0,0,,P
2026,100,안상현,SSG,2루수,11,6,54.0,2,0,12,15,7,0.931,0,0,0,,2B
2026,100,구자욱,삼성,좌익수,11,11,87.0,1,0,12,0,0,0.923,0,0,0,,LF
2026,100,미야지,삼성,투수,11,0,10.333333333333334,0,0,1,0,0,1.0,0,0,0,,P
2026,100,배찬승,삼성,투수,11,0,8.0,0,0,1,1,0,1.0,0,0,0,,P
2026,100,이승민,삼성,투수,11,0,11.333333333333334,0,0,2,3,1,1.0,0,0,0,,P
2026,100,이승현,삼성,투수,11,0,9.333333333333334,0,0,0,0,0,,0,0,0,,P
2026,100,한석현,NC,우익수,11,3,47.0,0,0,11,0,0,1.0,0,0,0,,RF
2026,100,김민수,KT,투수,11,0,10.666666666666666,0,0,0,3,0,1.0,0,0,0,,P
2026,100,손동현,KT,투수,11,0,10.666666666666666,0,0,1,0,0,1.0,0,0,0,,P
2026,100,정현창,KIA,2루수,11,1,27.0,0,0,6,8,0,1.0,0,0,0,,2B
2026,100,박한결,키움,2루수,11,10,90.0,1,0,21,29,6,0.98,0,0,0,,2B
2026,113,김진성,LG,투수,10,0,10.0,0,0,0,0,0,,0,0,0,,P
2026,113,우강훈,LG,투수,10,0,9.333333333333334,0,0,0,1,0,1.0,0,0,0,,P
2026,113,이주헌,LG,포수,10,3,35.0,0,0,29,1,0,1.0,0,0,0,,C
2026,113,장현식,LG,투수,10,0,9.666666666666666,0,0,1,1,0,1.0,0,0,0,,P
2026,113,김서현,한화,투수,10,0,7.666666666666667,0,0,0,1,0,1.0,0,0,0,,P
2026,113,이원석,한화,중견수,10,10,84.0,0,0,23,2,2,1.0,0,0,0,,CF
2026,113,김영웅,삼성,3루수,10,10,88.0,1,0,8,24,3,0.97,0,0,0,,3B
2026,113,김헌곤,삼성,좌익수,10,3,31.666666666666668,0,0,10,0,0,1.0,0,0,0,,LF
2026,113,박승규,삼성,우익수,10,9,78.33333333333333,0,0,24,1,0,1.0,0,0,0,,RF
2026,113,이해승,삼성,유격수,10,1,40.0,0,0,7,15,3,1.0,0,0,0,,SS
2026,113,서호철,NC,1루수,10,7,54.0,0,0,52,2,4,1.0,0,0,0,,1B
2026,113,권동진,KT,유격수,10,0,23.0,0,0,6,7,2,1.0,0,0,0,,SS
2026,113,류현인,KT,3루수,10,6,60.0,3,0,5,13,2,0.857,0,0,0,,3B
2026,113,박영현,KT,투수,10,0,12.333333333333334,0,0,2,1,0,1.0,0,0,0,,P
2026,113,장성우,KT,포수,10,8,70.33333333333333,0,0,64,4,0,1.0,0,7,0,0.0,C
2026,113,최원준,KT,우익수,10,8,78.0,0,0,22,0,0,1.0,0,0,0,,RF
2026,113,박정민,롯데,투수,10,0,10.333333333333334,1,0,1,1,0,0.667,0,0,0,,P
2026,113,성영탁,KIA,투수,10,0,11.666666666666666,0,0,0,2,0,1.0,0,0,0,,P
2026,113,조상우,KIA,투수,10,0,9.666666666666666,0,0,0,1,0,1.0,0,0,0,,P
2026,113,강승호,두산,1루수,10,5,56.0,0,0,40,6,6,1.0,0,0,0,,1B
2026,113,박지훈,두산,3루수,10,8,74.0,0,0,4,13,1,1.0,0,0,0,,3B
2026,113,김지석,키움,3루수,10,9,74.0,2,0,4,12,1,0.889,0,0,0,,3B
2026,113,박정훈,키움,투수,10,0,8.333333333333334,0,1,0,3,0,1.0,0,0,0,,P
2026,136,문승원,SSG,투수,9,0,10.0,1,0,0,4,0,0.8,0,0,0,,P
2026,136,이로운,SSG,투수,9,0,8.666666666666666,0,0,0,1,1,1.0,0,0,0,,P
2026,136,김재윤,삼성,투수,9,0,8.0,0,0,1,1,0,1.0,0,0,0,,P
2026,136,백정현,삼성,투수,9,0,9.666666666666666,0,0,0,0,0,,0,0,0,,P
2026,136,김진호,NC,투수,9,0,7.333333333333333,0,0,0,2,0,1.0,0,0,0,,P
2026,136,신재인,NC,1루수,9,6,54.66666666666666,1,0,48,7,4,0.982,0,0,0,,1B
2026,136,이준혁,NC,투수,9,0,9.666666666666666,2,0,2,0,0,0.5,0,0,0,,P
2026,136,전사민,NC,투수,9,0,7.0,0,0,2,0,0,1.0,0,0,0,,P
2026,136,김원중,롯데,투수,9,0,7.0,1,0,1,2,0,0.75,0,0,0,,P
2026,136,장두성,롯데,중견수,9,3,43.0,0,0,9,0,0,1.0,0,0,0,,CF
2026,136,최준용,롯데,투수,9,0,9.0,0,0,1,0,0,1.0,0,0,0,,P
2026,136,나성범,KIA,우익수,9,9,70.0,1,0,11,0,0,0.917,0,0,0,,RF
2026,136,홍민규,KIA,투수,9,0,8.333333333333334,0,0,1,0,0,1.0,0,0,0,,P
2026,136,김택연,두산,투수,9,0,10.333333333333334,0,0,0,0,0,,0,0,0,,P
2026,136,양재훈,두산,투수,9,0,9.0,0,0,2,1,0,1.0,0,0,0,,P
