순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
113,우강훈,LG,투수,10,0,9 1/3,0,0,0,1,0,1.000,0,0,0,-
113,이주헌,LG,포수,10,3,35,0,0,29,1,0,1.000,0,0,0,-
113,장현식,LG,투수,10,0,9 2/3,0,0,1,1,0,1.000,0,0,0,-
113,김서현,한화,투수,10,0,7 2/3,0,0,0,1,0,1.000,0,0,0,-
113,이원석,한화,중견수,10,10,84,0,0,23,2,2,1.000,0,0,0,-
113,김영웅,삼성,3루수,10,10,88,1,0,8,24,3,0.970,0,0,0,-
113,김헌곤,삼성,좌익수,10,3,31 2/3,0,0,10,0,0,1.000,0,0,0,-
113,박승규,삼성,우익수,10,9,78 1/3,0,0,24,1,0,1.000,0,0,0,-
113,이해승,삼성,유격수,10,1,40,0,0,7,15,3,1.000,0,0,0,-
113,서호철,NC,1루수,10,7,54,0,0,52,2,4,1.000,0,0,0,-
113,권동진,KT,유격수,10,0,23,0,0,6,7,2,1.000,0,0,0,-
113,류현인,KT,3루수,10,6,60,3,0,5,13,2,0.857,0,0,0,-
113,박영현,KT,투수,10,0,12 1/3,0,0,2,1,0,1.000,0,0,0,-
113,장성우,KT,포수,10,8,70 1/3,0,0,64,4,0,1.000,0,7,0,0.0
113,최원준,KT,우익수,10,8,78,0,0,22,0,0,1.000,0,0,0,-
113,박정민,롯데,투수,10,0,10 1/3,1,0,1,1,0,0.667,0,0,0,-
113,성영탁,KIA,투수,10,0,11 2/3,0,0,0,2,0,1.000,0,0,0,-
113,조상우,KIA,투수,10,0,9 2/3,0,0,0,1,0,1.000,0,0,0,-
113,강승호,두산,1루수,10,5,56,0,0,40,6,6,1.000,0,0,0,-
113,박지훈,두산,3루수,10,8,74,0,0,4,13,1,1.000,0,0,0,-
113,김지석,키움,3루수,10,9,74,2,0,4,12,1,0.889,0,0,0,-
113,박정훈,키움,투수,10,0,8 1/3,0,1,0,3,0,1.000,0,0,0,-
136,문승원,SSG,투수,9,0,10,1,0,0,4,0,0.800,0,0,0,-
136,이로운,SSG,투수,9,0,8 2/3,0,0,0,1,1,1.000,0,0,0,-
136,김재윤,삼성,투수,9,0,8,0,0,1,1,0,1.000,0,0,0,-
136,백정현,삼성,투수,9,0,9 2/3,0,0,0,0,0,-,0,0,0,-
136,김진호,NC,투수,9,0,7 1/3,0,0,0,2,0,1.000,0,0,0,-
136,신재인,NC,1루수,9,6,54 2/3,1,0,48,7,4,0.982,0,0,0,-
136,이준혁,NC,투수,9,0,9 2/3,2,0,2,0,0,0.500,0,0,0,-
136,전사민,NC,투수,9,0,7,0,0,2,0,0,1.000,0,0,0,-
136,김원중,롯데,투수,9,0,7,1,0,1,2,0,0.750,0,0,0,-
136,장두성,롯데,중견수,9,3,43,0,0,9,0,0,1.000,0,0,0,-
136,최준용,롯데,투수,9,0,9,0,0,1,0,0,1.000,0,0,0,-
136,나성범,KIA,우익수,9,9,70,1,0,11,0,0,0.917,0,0,0,-
136,홍민규,KIA,투수,9,0,8 1/3,0,0,1,0,0,1.000,0,0,0,-
136,김택연,두산,투수,9,0,10 1/3,0,0,0,0,0,-,0,0,0,-
136,양재훈,두산,투수,9,0,9,0,0,2,1,0,1.000,0,0,0,-
